queue,second,cpus
standard,1682916000,3293
cryoem,1682916000,228
compbio,1682916000,132
interactive,1682916000,10
large_mem,1682916000,312
compbio_auto,1682916000,36
priority,1682916000,705
superdome,1682917000,12
archiving,1682917000,1
standard,1682917000,2024
cryoem,1682917000,228
interactive,1682917000,8
compbio_auto,1682917000,36
priority,1682917000,544
compbio,1682917000,132
large_mem,1682917000,312
gpu,1682917000,208
priority,1682918000,294
cryoem,1682918000,232
gpu,1682918000,184
superdome,1682918000,12
standard,1682918000,2482
archiving,1682918000,1
large_mem,1682918000,336
compbio,1682918000,126
compbio_auto,1682918000,36
interactive,1682918000,8
standard,1682919000,1880
interactive,1682919000,8
superdome,1682919000,12
priority,1682919000,234
compbio_auto,1682919000,36
archiving,1682919000,1
gpu,1682919000,184
large_mem,1682919000,384
cryoem,1682919000,232
compbio,1682919000,126
archiving,1682920000,1
cryoem,1682920000,232
gpu,1682920000,184
large_mem,1682920000,312
priority,1682920000,488
compbio,1682920000,125
superdome,1682920000,12
compbio_auto,1682920000,36
standard,1682920000,2986
interactive,1682920000,4
priority,1682921000,433
compbio,1682921000,124
interactive,1682921000,4
cryoem,1682921000,224
superdome,1682921000,12
archiving,1682921000,1
large_mem,1682921000,336
compbio_auto,1682921000,36
standard,1682921000,3773
gpu,1682921000,184
priority,1682922000,413
compbio,1682922000,123
interactive,1682922000,4
large_mem,1682922000,360
cryoem,1682922000,224
superdome,1682922000,12
archiving,1682922000,1
gpu,1682922000,184
compbio_auto,1682922000,36
standard,1682922000,4392
archiving,1682923000,1
compbio,1682923000,122
large_mem,1682923000,360
gpu,1682923000,184
priority,1682923000,259
interactive,1682923000,4
superdome,1682923000,12
standard,1682923000,4180
cryoem,1682923000,224
compbio_auto,1682923000,37
standard,1682924000,3747
compbio_auto,1682924000,36
interactive,1682924000,4
priority,1682924000,631
compbio,1682924000,122
superdome,1682924000,12
cryoem,1682924000,224
gpu,1682924000,184
large_mem,1682924000,312
archiving,1682924000,1
superdome,1682925000,12
interactive,1682925000,4
large_mem,1682925000,312
compbio,1682925000,120
compbio_auto,1682925000,36
cryoem,1682925000,216
archiving,1682925000,1
standard,1682925000,4419
gpu,1682925000,184
priority,1682925000,385
standard,1682926000,5614
interactive,1682926000,4
archiving,1682926000,1
large_mem,1682926000,312
superdome,1682926000,12
gpu,1682926000,184
cryoem,1682926000,208
priority,1682926000,549
compbio,1682926000,120
compbio_auto,1682926000,36
standard,1682927000,5438
large_mem,1682927000,408
interactive,1682927000,4
archiving,1682927000,1
compbio,1682927000,120
compbio_auto,1682927000,36
gpu,1682927000,184
cryoem,1682927000,204
priority,1682927000,450
superdome,1682927000,12
superdome,1682928000,12
standard,1682928000,4922
compbio_auto,1682928000,36
compbio,1682928000,119
large_mem,1682928000,360
cryoem,1682928000,200
archiving,1682928000,1
interactive,1682928000,4
gpu,1682928000,184
priority,1682928000,519
gpu,1682929000,184
superdome,1682929000,12
compbio,1682929000,119
priority,1682929000,434
large_mem,1682929000,336
compbio_auto,1682929000,36
cryoem,1682929000,200
interactive,1682929000,4
archiving,1682929000,1
standard,1682929000,5016
large_mem,1682930000,360
cryoem,1682930000,200
interactive,1682930000,4
compbio,1682930000,118
priority,1682930000,626
superdome,1682930000,12
compbio_auto,1682930000,36
standard,1682930000,4502
archiving,1682930000,1
gpu,1682930000,184
standard,1682931000,4526
cryoem,1682931000,196
archiving,1682931000,1
large_mem,1682931000,336
interactive,1682931000,4
priority,1682931000,675
compbio_auto,1682931000,37
superdome,1682931000,12
gpu,1682931000,184
compbio,1682931000,117
large_mem,1682932000,384
compbio,1682932000,112
cryoem,1682932000,196
standard,1682932000,4087
interactive,1682932000,4
archiving,1682932000,1
gpu,1682932000,184
priority,1682932000,631
superdome,1682932000,12
compbio_auto,1682932000,37
interactive,1682933000,4
superdome,1682933000,12
compbio_auto,1682933000,36
compbio,1682933000,112
large_mem,1682933000,336
archiving,1682933000,1
gpu,1682933000,184
standard,1682933000,4253
cryoem,1682933000,192
priority,1682933000,645
cryoem,1682934000,192
interactive,1682934000,4
priority,1682934000,656
gpu,1682934000,184
compbio_auto,1682934000,37
archiving,1682934000,1
large_mem,1682934000,336
superdome,1682934000,12
standard,1682934000,4215
compbio,1682934000,110
compbio,1682935000,110
compbio_auto,1682935000,37
gpu,1682935000,184
cryoem,1682935000,192
superdome,1682935000,12
large_mem,1682935000,312
interactive,1682935000,4
standard,1682935000,4146
archiving,1682935000,1
priority,1682935000,524
compbio,1682936000,109
interactive,1682936000,4
standard,1682936000,4274
archiving,1682936000,1
large_mem,1682936000,312
cryoem,1682936000,192
superdome,1682936000,12
gpu,1682936000,184
compbio_auto,1682936000,38
priority,1682936000,529
archiving,1682937000,1
superdome,1682937000,12
large_mem,1682937000,360
cryoem,1682937000,192
compbio_auto,1682937000,38
gpu,1682937000,184
interactive,1682937000,4
priority,1682937000,6
standard,1682937000,4527
compbio,1682937000,108
gpu,1682938000,184
compbio,1682938000,108
priority,1682938000,5
interactive,1682938000,4
large_mem,1682938000,360
cryoem,1682938000,192
compbio_auto,1682938000,36
standard,1682938000,4199
superdome,1682938000,12
archiving,1682938000,1
large_mem,1682939000,336
cryoem,1682939000,192
priority,1682939000,5
gpu,1682939000,184
archiving,1682939000,1
superdome,1682939000,12
standard,1682939000,4125
interactive,1682939000,4
compbio_auto,1682939000,35
compbio,1682939000,108
archiving,1682940000,1
cryoem,1682940000,192
compbio,1682940000,106
priority,1682940000,5
gpu,1682940000,184
interactive,1682940000,4
standard,1682940000,3929
superdome,1682940000,12
large_mem,1682940000,384
compbio_auto,1682940000,32
standard,1682941000,3622
large_mem,1682941000,312
interactive,1682941000,4
compbio_auto,1682941000,29
cryoem,1682941000,192
archiving,1682941000,1
compbio,1682941000,97
gpu,1682941000,184
superdome,1682941000,12
priority,1682941000,5
priority,1682942000,5
gpu,1682942000,184
large_mem,1682942000,360
archiving,1682942000,1
compbio_auto,1682942000,28
compbio,1682942000,97
standard,1682942000,3313
superdome,1682942000,12
interactive,1682942000,4
cryoem,1682942000,192
compbio_auto,1682943000,28
large_mem,1682943000,360
gpu,1682943000,184
archiving,1682943000,1
priority,1682943000,5
cryoem,1682943000,192
interactive,1682943000,8
superdome,1682943000,12
cab_auto,1682943000,110
compbio,1682943000,207
standard,1682943000,3496
compbio,1682944000,149
superdome,1682944000,12
interactive,1682944000,10
priority,1682944000,5
standard,1682944000,4050
archiving,1682944000,1
gpu,1682944000,208
compbio_auto,1682944000,27
large_mem,1682944000,336
cryoem,1682944000,192
superdome,1682945000,12
interactive,1682945000,9
large_mem,1682945000,312
priority,1682945000,5
archiving,1682945000,1
gpu,1682945000,208
standard,1682945000,3895
compbio_auto,1682945000,27
compbio,1682945000,212
cryoem,1682945000,192
standard,1682946000,3916
interactive,1682946000,9
large_mem,1682946000,336
superdome,1682946000,12
compbio,1682946000,212
compbio_auto,1682946000,26
cryoem,1682946000,192
archiving,1682946000,1
gpu,1682946000,208
priority,1682946000,5
compbio_auto,1682947000,25
interactive,1682947000,7
large_mem,1682947000,336
gpu,1682947000,208
cryoem,1682947000,204
compbio,1682947000,95
superdome,1682947000,12
standard,1682947000,4470
priority,1682947000,5
archiving,1682947000,1
compbio_auto,1682948000,25
archiving,1682948000,1
large_mem,1682948000,384
compbio,1682948000,93
priority,1682948000,5
cryoem,1682948000,200
interactive,1682948000,8
superdome,1682948000,12
gpu,1682948000,520
standard,1682948000,6909
standard,1682949000,6255
superdome,1682949000,12
archiving,1682949000,1
gpu,1682949000,520
compbio_auto,1682949000,25
priority,1682949000,5
large_mem,1682949000,336
compbio,1682949000,93
interactive,1682949000,9
cryoem,1682949000,200
priority,1682950000,7
compbio,1682950000,101
superdome,1682950000,12
large_mem,1682950000,312
archiving,1682950000,1
standard,1682950000,5633
gpu,1682950000,784
interactive,1682950000,12
short,1682950000,11
cryoem,1682950000,200
compbio_auto,1682950000,24
archiving,1682951000,1
standard,1682951000,6312
compbio_auto,1682951000,25
compbio,1682951000,96
interactive,1682951000,17
short,1682951000,3
superdome,1682951000,12
priority,1682951000,31
large_mem,1682951000,336
cryoem,1682951000,196
gpu,1682951000,569
archiving,1682952000,1
compbio_auto,1682952000,25
standard,1682952000,6387
large_mem,1682952000,370
interactive,1682952000,17
compbio,1682952000,94
short,1682952000,8
gpu,1682952000,713
cryoem,1682952000,204
priority,1682952000,15
superdome,1682952000,12
interactive,1682953000,20
large_mem,1682953000,298
standard,1682953000,8054
compbio,1682953000,105
cryoem,1682953000,204
compbio_auto,1682953000,24
gpu,1682953000,641
archiving,1682953000,1
superdome,1682953000,12
short,1682953000,8
priority,1682953000,136
cab_auto,1682953000,5
cryoem,1682954000,208
short,1682954000,1
standard,1682954000,8158
superdome,1682954000,12
large_mem,1682954000,322
interactive,1682954000,18
compbio,1682954000,1412
priority,1682954000,506
gpu,1682954000,521
archiving,1682954000,1
cab_auto,1682954000,103
compbio_auto,1682954000,82
compbio_auto,1682955000,30
short,1682955000,2
interactive,1682955000,20
gpu,1682955000,569
compbio,1682955000,849
cryoem,1682955000,208
archiving,1682955000,1
standard,1682955000,7371
superdome,1682955000,12
priority,1682955000,367
large_mem,1682955000,320
short,1682956000,5
archiving,1682956000,1
superdome,1682956000,12
interactive,1682956000,18
large_mem,1682956000,440
priority,1682956000,180
gpu,1682956000,593
standard,1682956000,9108
compbio_auto,1682956000,27
cryoem,1682956000,208
compbio,1682956000,145
compbio_auto,1682957000,27
superdome,1682957000,12
priority,1682957000,133
cryoem,1682957000,216
gpu,1682957000,545
large_mem,1682957000,394
compbio,1682957000,214
interactive,1682957000,31
archiving,1682957000,1
standard,1682957000,8594
short,1682957000,1
superdome,1682958000,12
priority,1682958000,160
cryoem,1682958000,232
interactive,1682958000,33
gpu,1682958000,665
archiving,1682958000,1
compbio_auto,1682958000,2967
large_mem,1682958000,322
short,1682958000,6
compbio,1682958000,264
standard,1682958000,7825
priority,1682959000,183
interactive,1682959000,31
gpu,1682959000,497
standard,1682959000,7170
cryoem,1682959000,232
large_mem,1682959000,301
short,1682959000,11
compbio,1682959000,418
cab_auto,1682959000,4
archiving,1682959000,1
superdome,1682959000,12
compbio_auto,1682959000,2493
gpu,1682960000,619
short,1682960000,15
priority,1682960000,314
superdome,1682960000,12
archiving,1682960000,1
compbio_auto,1682960000,1041
standard,1682960000,8872
cab_auto,1682960000,4
heavy_io,1682960000,1
cryoem,1682960000,236
compbio,1682960000,428
large_mem,1682960000,324
interactive,1682960000,30
archiving,1682961000,1
compbio_auto,1682961000,475
interactive,1682961000,31
priority,1682961000,180
cryoem,1682961000,444
large_mem,1682961000,354
superdome,1682961000,12
compbio,1682961000,234
standard,1682961000,8785
short,1682961000,14
cab_auto,1682961000,4
gpu,1682961000,547
archiving,1682962000,1
short,1682962000,14
cryoem,1682962000,436
compbio,1682962000,180
cab_auto,1682962000,4
compbio_auto,1682962000,283
priority,1682962000,135
large_mem,1682962000,382
standard,1682962000,8880
gpu,1682962000,571
interactive,1682962000,29
superdome,1682962000,12
priority,1682963000,131
gpu,1682963000,571
superdome,1682963000,12
cab_auto,1682963000,4
standard,1682963000,6862
archiving,1682963000,1
cryoem,1682963000,372
large_mem,1682963000,380
short,1682963000,15
compbio_auto,1682963000,251
interactive,1682963000,29
compbio,1682963000,3476
cab_auto,1682964000,4
cryoem,1682964000,372
gpu,1682964000,524
interactive,1682964000,36
priority,1682964000,121
large_mem,1682964000,377
compbio_auto,1682964000,237
standard,1682964000,6497
superdome,1682964000,12
archiving,1682964000,1
short,1682964000,12
compbio,1682964000,3632
short,1682965000,14
superdome,1682965000,12
interactive,1682965000,38
compbio_auto,1682965000,217
standard,1682965000,5787
large_mem,1682965000,399
cab_auto,1682965000,4
gpu,1682965000,620
archiving,1682965000,1
priority,1682965000,114
compbio,1682965000,3877
cryoem,1682965000,374
gpu,1682966000,548
cryoem,1682966000,370
archiving,1682966000,1
large_mem,1682966000,400
superdome,1682966000,12
compbio_auto,1682966000,155
standard,1682966000,7720
cab_auto,1682966000,4
compbio,1682966000,3716
short,1682966000,17
interactive,1682966000,39
priority,1682966000,113
standard,1682967000,7655
archiving,1682967000,1
cryoem,1682967000,364
short,1682967000,14
superdome,1682967000,12
gpu,1682967000,618
compbio,1682967000,3674
cab_auto,1682967000,228
large_mem,1682967000,448
priority,1682967000,115
interactive,1682967000,40
compbio_auto,1682967000,82
compbio_auto,1682968000,61
priority,1682968000,115
archiving,1682968000,1
compbio,1682968000,3694
cryoem,1682968000,372
standard,1682968000,6233
interactive,1682968000,42
gpu,1682968000,546
cab_auto,1682968000,194
large_mem,1682968000,449
short,1682968000,13
superdome,1682968000,12
archiving,1682969000,1
short,1682969000,15
cab_auto,1682969000,32
cryoem,1682969000,360
compbio_auto,1682969000,55
interactive,1682969000,45
priority,1682969000,242
compbio,1682969000,3568
gpu,1682969000,642
superdome,1682969000,12
standard,1682969000,5554
large_mem,1682969000,450
standard,1682970000,5274
archiving,1682970000,1
short,1682970000,13
priority,1682970000,130
gpu,1682970000,570
cryoem,1682970000,356
compbio_auto,1682970000,52
compbio,1682970000,4409
large_mem,1682970000,403
superdome,1682970000,12
cab_auto,1682970000,32
interactive,1682970000,43
short,1682971000,29
rhel8_test_gpu,1682971000,48
archiving,1682971000,1
cab_auto,1682971000,14
interactive,1682971000,40
gpu,1682971000,620
standard,1682971000,4752
compbio,1682971000,3799
superdome,1682971000,12
large_mem,1682971000,428
compbio_auto,1682971000,45
cryoem,1682971000,360
priority,1682971000,109
priority,1682972000,102
compbio_auto,1682972000,40
large_mem,1682972000,403
cryoem,1682972000,488
standard,1682972000,5174
archiving,1682972000,1
compbio,1682972000,3738
short,1682972000,25
interactive,1682972000,40
gpu,1682972000,547
cab_auto,1682972000,14
superdome,1682972000,12
rhel8_test_gpu,1682972000,24
priority,1682973000,87
rhel8_test_gpu,1682973000,24
superdome,1682973000,12
compbio_auto,1682973000,33
gpu,1682973000,627
large_mem,1682973000,427
archiving,1682973000,1
short,1682973000,15
interactive,1682973000,42
cryoem,1682973000,488
standard,1682973000,5234
cab_auto,1682973000,70
compbio,1682973000,3548
cryoem,1682974000,372
standard,1682974000,4924
rhel8_test_gpu,1682974000,24
gpu_short,1682974000,9
superdome,1682974000,12
compbio_auto,1682974000,27
gpu,1682974000,563
archiving,1682974000,1
short,1682974000,19
interactive,1682974000,42
large_mem,1682974000,426
cab_auto,1682974000,194
compbio,1682974000,3470
priority,1682974000,84
short,1682975000,35
priority,1682975000,94
compbio_auto,1682975000,25
superdome,1682975000,12
gpu,1682975000,563
archiving,1682975000,1
cryoem,1682975000,380
gpu_short,1682975000,15
standard,1682975000,5089
compbio,1682975000,4127
cab_auto,1682975000,232
large_mem,1682975000,426
interactive,1682975000,38
rhel8_test_gpu,1682975000,24
gpu,1682976000,563
cryoem,1682976000,406
archiving,1682976000,1
priority,1682976000,105
short,1682976000,33
compbio_auto,1682976000,24
interactive,1682976000,36
gpu_short,1682976000,15
rhel8_test_gpu,1682976000,24
large_mem,1682976000,402
standard,1682976000,5158
cab_auto,1682976000,168
compbio,1682976000,4364
superdome,1682976000,12
gpu,1682977000,561
short,1682977000,25
superdome,1682977000,12
compbio,1682977000,4021
standard,1682977000,4675
rhel8_test_gpu,1682977000,24
cab_auto,1682977000,90
large_mem,1682977000,498
archiving,1682977000,1
gpu_short,1682977000,23
priority,1682977000,690
interactive,1682977000,34
compbio_auto,1682977000,2966
cryoem,1682977000,530
gpu_short,1682978000,17
